row_index,bridge_id,column,action_taken,new_value,notes
1839,B01412LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1843,B04647LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1847,B01226LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1851,B04825LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1858,B03294LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1860,B04648LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1866,B03403LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1871,B04348LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1872,B00118LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1876,B01581LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1886,B04619LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1887,B04651LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1891,B04677LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1898,B04466LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1901,B04555LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1905,B04722LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1906,B01723LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1909,B01453LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1913,B02524LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1918,B04710LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1919,B04754LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1926,B01354LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1927,B00329LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1928,B04335LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1930,B00137LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1931,B03396LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1933,B03433LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1935,B04345LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1937,B01654LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1948,B03402LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1950,B02081LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1952,B01415LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1959,B04712LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1961,B01240LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
1962,B01650LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1966,B04876LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1972,B01611LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1976,B01590LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1977,B04823LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1978,B03404LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1980,B04660LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1986,B01486LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1989,B01585LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1992,B04963LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1994,B04681LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
1997,B03419LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2001,B04837LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2002,B04531LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2005,B04664LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2009,B04967LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2011,B01985LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2018,B01721LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2024,B02519LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2033,B03298LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2036,B04349LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2043,B04728LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2047,B05011LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2051,B04727LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2060,B04921LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2062,B04834LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2063,B01718LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2067,B01588LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2068,B03367LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2071,B01484LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2074,B04663LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2078,B04623LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2084,B04960LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2086,B03421LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2089,B04680LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2091,B04443LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2092,B03069LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2099,B03019LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2104,B03393LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2108,B04670LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2111,B03425LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2120,B03438LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2125,B03394LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2131,B04678LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2137,B04965LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2139,B02106LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2141,B03386LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2145,B04639LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2147,B03245LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2148,B01731LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2151,B04418LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2157,B04820LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2159,B03432LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2160,B04962LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2161,B03276LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2162,B04880LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2176,B02082LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2177,B01439LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2179,B01953LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2180,B04212LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2181,B01730LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2196,B02079LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2201,B03390LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2205,B04711LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2213,B01452LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2233,B04554LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2248,B01725LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2254,B04369LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2257,B01648LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2263,B03392LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2264,B04679LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2268,B04655LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2269,B03422LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2271,B04367LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2273,B01689LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2275,B01227LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2280,B01950LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2284,B03020LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2292,B04190LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2297,B04231LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2306,B00985LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2317,B04189LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2319,B01630LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2320,B05010LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2332,B04706LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2335,B02802LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2342,B04465LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2345,B01317LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2349,B03241LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2351,B04415LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2352,B04873LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2364,B03293LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2365,B03361LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2366,B04370LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2368,B00028LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2369,B01229LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2370,B02901LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2381,B04620LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2384,B01457LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2386,B01727LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2387,B03385LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2390,B00016LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2397,B02898LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2405,B04558LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2406,B03398LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2407,B03059LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2408,B03417LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2411,B04666LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2414,B04641LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2419,B03277LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2420,B03391LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2436,B01442LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2439,B03437LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2440,B04195LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2442,B04709LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2446,B02103LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2449,B04412LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2452,B04463LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2460,B04658LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2462,B04557LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2467,B04826LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2470,B04534LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2473,B02095LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2475,B03415LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2480,B01728LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2489,B03405LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2490,B04444LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2495,B01656LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2500,B04408LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2502,B01260LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2503,B01732LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2507,B04347LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2510,B04667LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2514,B03251LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2520,B03400LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2534,B04665LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2539,B04638LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2540,B01616LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2547,B03042LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2549,B01236LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2561,B04877LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2562,B01262LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2564,B04192LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2566,B03434LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2569,B03420LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2570,B01419LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2572,B03296LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2577,B04640LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2579,B01299LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2595,B04836LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2597,B03148LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2602,B01466LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2604,B04548LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2605,B05018LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2610,B04371LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2613,B01726LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2623,B04824LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2626,B04451LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2627,B01446LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2629,B04683LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2635,B04707LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2639,B00019LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2647,B01609LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2648,B02808LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2649,B03431LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2653,B04676LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2654,B01307LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2674,B04821LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2677,B01942LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2681,B04411LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2693,B04724LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2694,B02078LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2696,B04673LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2711,B04822LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2714,B04661LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2715,B01416LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2718,B04441LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2724,B04211LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2726,B01514LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2728,B04957LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2733,B01235LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2740,B04368LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2744,B04979LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2745,B04671LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2746,B04964LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2747,B01578LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2749,B04552LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2751,B04656LZ,LOAD_LIMIT,IMPUTED_MEDIAN,14.0,Imputed missing/zero numerical value using regional median.
2769,B01710MN,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2785,B00045CR,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2788,B00335PW,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2796,B00218MR,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2800,B00081CN,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2805,B02388LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2812,B00482LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2827,B00026SY,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2833,B00094CN,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2852,B00160MR,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2858,B00028CR,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2859,B00206MR,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2869,B02384LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2871,B00374PW,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2873,B00019LB,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2882,B04479LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2887,B01766MN,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2902,B01857LZ,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
2904,B01699MN,LOAD_LIMIT,IMPUTED_MEDIAN,15.0,Imputed missing/zero numerical value using regional median.
